transactions_id;sale_date;sale_time;customer_id;gender;age;category;quantiy;price_per_unit;cogs;total_sale
1000;01/04/2023;10:22:00;1;Female;26;Electronics;4;30;8,4;120
1028;09/03/2023;18:09:00;1;Female;26;Beauty;1;500;250;500
1032;01/04/2022;08:15:00;1;Female;26;Beauty;3;30;10,5;90
1039;03/12/2023;20:01:00;1;Female;26;Clothing;4;30;13,8;120
1079;21/08/2023;06:45:00;1;Female;26;Beauty;1;300;117;300
1094;15/06/2023;20:34:00;1;Female;26;Beauty;2;500;210;1000
1108;08/07/2023;10:27:00;1;Female;26;Beauty;3;25;10;75
1118;13/10/2023;17:24:00;1;Female;26;Electronics;4;500;170;2000
1119;19/11/2023;09:36:00;1;Female;26;Clothing;3;50;25,5;150
1123;11/12/2023;21:04:00;1;Female;26;Electronics;2;30;10,8;60
1129;08/09/2023;21:46:00;1;Female;26;Beauty;2;300;156;600
1164;07/04/2023;20:53:00;1;Female;26;Beauty;3;500;245;1500
1230;04/12/2023;21:24:00;1;Female;26;Beauty;1;25;13,25;25
1273;20/06/2023;20:39:00;1;Female;26;Beauty;1;50;25,5;50
1283;14/10/2023;20:15:00;1;Female;26;Electronics;1;500;130;500
1298;02/05/2023;19:51:00;1;Female;26;Beauty;4;300;120;1200
1316;21/07/2023;17:11:00;1;Female;26;Clothing;2;25;11,75;50
1341;30/01/2023;22:10:00;1;Female;26;Clothing;4;50;21;200
1398;19/07/2023;17:20:00;1;Female;26;Clothing;2;300;120;600
1411;24/11/2023;20:27:00;1;Female;26;Electronics;4;50;26;200
1425;02/12/2023;22:15:00;1;Female;26;Electronics;4;30;10,2;120
1436;20/01/2023;11:29:00;1;Female;26;Clothing;4;30;9,9;120
1450;16/07/2023;08:52:00;1;Female;26;Beauty;2;25;10,25;50
1470;26/06/2023;19:47:00;1;Female;26;Clothing;2;500;165;1000
1478;31/08/2023;09:18:00;1;Female;26;Clothing;2;30;13,5;60
1482;10/02/2023;22:22:00;1;Female;26;Clothing;4;300;114;1200
1483;05/03/2023;19:53:00;1;Female;26;Clothing;1;30;8,7;30
1501;31/01/2023;18:00:00;1;Female;26;Electronics;2;30;13,5;60
1527;29/09/2023;08:30:00;1;Female;26;Clothing;2;25;11,75;50
1548;13/01/2023;08:15:00;1;Female;26;Clothing;2;30;12,6;60
1572;18/06/2023;22:20:00;1;Female;26;Clothing;4;500;175;2000
1601;14/09/2023;11:48:00;1;Female;26;Clothing;1;30;13,5;30
1610;23/11/2022;10:18:00;1;Female;26;Beauty;2;300;102;600
1646;18/01/2023;19:43:00;1;Female;26;Clothing;3;30;15,6;90
1674;22/11/2023;09:21:00;1;Female;26;Clothing;1;300;123;300
1691;07/01/2023;20:01:00;1;Female;26;Clothing;3;30;13,5;90
1693;20/02/2023;18:21:00;1;Female;26;Beauty;3;500;130;1500
1738;12/11/2023;21:33:00;1;Female;26;Clothing;2;50;16;100
1800;21/08/2022;10:53:00;1;Female;26;Clothing;4;300;111;1200
1820;13/05/2023;21:31:00;1;Female;26;Electronics;4;50;22;200
1843;21/09/2023;18:58:00;1;Female;26;Beauty;3;500;240;1500
1849;21/07/2023;22:42:00;1;Female;26;Clothing;2;25;12;50
1886;26/07/2023;11:51:00;1;Female;26;Electronics;3;300;147;900
6;15/11/2023;22:16:00;2;Female;35;Beauty;1;30;15;30
37;26/05/2023;22:42:00;2;Female;35;Beauty;3;25;8,75;75
48;06/10/2023;17:34:00;2;Female;35;Electronics;3;300;123;900
174;15/11/2023;06:07:00;2;Female;35;Beauty;1;300;126;300
190;25/01/2023;17:56:00;2;Female;35;Beauty;3;30;10,5;90
210;07/10/2023;08:50:00;2;Female;35;Electronics;4;50;19;200
275;05/03/2023;11:34:00;2;Female;35;Clothing;2;500;260;1000
335;02/02/2022;09:23:00;2;Female;35;Beauty;4;30;10,8;120
380;30/08/2023;22:26:00;2;Female;35;Electronics;2;300;102;600
400;08/03/2022;09:52:00;2;Female;35;Clothing;4;50;24;200
425;11/06/2023;18:28:00;2;Female;35;Electronics;4;30;15,6;120
450;01/12/2023;06:35:00;2;Female;35;Beauty;2;25;11;50
460;01/05/2023;23:00:00;2;Female;35;Beauty;1;50;19;50
483;06/02/2023;17:25:00;2;Female;35;Clothing;1;30;8,4;30
501;28/06/2023;20:21:00;2;Female;35;Electronics;2;30;9;60
518;31/07/2023;17:01:00;2;Female;35;Clothing;1;30;16,2;30
593;18/01/2023;22:05:00;2;Female;35;Electronics;2;30;13,2;60
606;13/06/2023;20:19:00;2;Female;35;Electronics;1;50;19,5;50
613;08/05/2023;17:23:00;2;Female;35;Clothing;3;30;11,4;90
660;29/07/2023;18:46:00;2;Female;35;Beauty;2;500;270;1000
671;23/09/2023;19:51:00;2;Female;35;Electronics;3;50;61,5;150
674;30/03/2023;11:10:00;2;Female;35;Clothing;1;300;84;300
725;21/09/2023;20:32:00;2;Female;35;Electronics;1;300;153;300
749;26/07/2023;20:33:00;2;Female;35;Beauty;1;30;8,4;30
774;06/11/2023;09:04:00;2;Female;35;Clothing;2;25;6,5;50
811;15/04/2023;18:34:00;2;Female;35;Beauty;2;25;6,75;50
836;21/06/2023;06:32:00;2;Female;35;Clothing;1;50;27,5;50
847;10/01/2023;08:42:00;2;Female;35;Electronics;4;300;162;1200
901;02/08/2023;06:38:00;2;Female;35;Electronics;1;30;12;30
935;10/09/2022;21:16:00;2;Female;35;Beauty;1;50;55,5;50
946;08/08/2023;20:15:00;2;Female;35;Electronics;4;500;235;2000
969;27/11/2023;11:47:00;2;Female;35;Clothing;3;300;84;900
970;25/05/2023;18:13:00;2;Female;35;Electronics;4;500;220;2000
996;03/07/2023;17:38:00;2;Female;35;Clothing;1;50;13,5;50
1004;11/01/2023;21:46:00;2;Female;35;Clothing;1;500;230;500
1005;12/08/2023;20:38:00;2;Female;35;Beauty;2;50;17,5;100
1006;29/10/2023;19:23:00;2;Female;35;Beauty;1;30;14,1;30
1017;05/09/2023;18:41:00;2;Female;35;Clothing;4;25;12;100
1037;17/10/2023;17:38:00;2;Female;35;Beauty;3;25;11,5;75
1069;13/10/2023;19:05:00;2;Female;35;Beauty;3;25;6,75;75
1111;30/04/2023;21:34:00;2;Female;35;Electronics;3;500;185;1500
1142;09/11/2022;09:49:00;2;Female;35;Electronics;4;300;114;1200
1148;11/08/2023;22:04:00;2;Female;35;Clothing;2;30;10,8;60
1174;17/05/2023;06:55:00;2;Female;35;Beauty;1;300;132;300
1188;04/06/2023;22:43:00;2;Female;35;Clothing;3;25;10,75;75
1203;26/11/2023;18:36:00;2;Female;35;Clothing;2;500;145;1000
1274;06/10/2023;09:01:00;2;Female;35;Clothing;2;500;185;1000
1314;23/05/2023;10:26:00;2;Female;35;Clothing;4;30;16,2;120
1337;21/07/2023;19:56:00;2;Female;35;Clothing;1;500;225;500
1406;22/06/2023;08:45:00;2;Female;35;Beauty;4;25;10;100
1408;28/08/2023;08:17:00;2;Female;35;Beauty;1;500;250;500
1489;28/04/2023;18:30:00;2;Female;35;Electronics;1;30;10,5;30
1517;21/02/2023;08:46:00;2;Female;35;Clothing;4;25;6,75;100
1585;05/10/2023;20:00:00;2;Female;35;Clothing;1;25;7,25;25
1604;29/12/2022;18:43:00;2;Female;35;Electronics;4;50;56;200
1605;24/01/2022;19:39:00;2;Female;35;Electronics;2;500;165;1000
1606;19/10/2023;19:52:00;2;Female;35;Electronics;1;50;26,5;50
1621;22/09/2022;10:49:00;2;Female;35;Beauty;2;500;160;1000
1652;16/11/2023;20:00:00;2;Female;35;Beauty;2;50;20,5;100
1653;23/07/2023;19:34:00;2;Female;35;Clothing;3;25;12,75;75
1660;23/09/2023;20:27:00;2;Female;35;Beauty;2;500;160;1000
1703;10/06/2023;08:36:00;2;Female;35;Electronics;2;50;17;100
1749;07/05/2023;19:55:00;2;Female;35;Beauty;1;30;9;30
1755;23/05/2023;21:47:00;2;Female;35;Clothing;3;25;8;75
1774;09/03/2023;06:48:00;2;Female;35;Clothing;2;25;8;50
1853;29/05/2023;18:39:00;2;Female;35;Beauty;2;500;190;1000
1884;09/07/2023;21:45:00;2;Female;35;Clothing;2;30;11,4;60
1987;26/05/2023;18:18:00;2;Female;35;Clothing;3;300;129;900
1996;07/12/2023;18:49:00;2;Female;35;Clothing;1;50;25;50
4;27/08/2023;18:12:00;3;Male;46;Clothing;1;500;200;500
5;05/09/2023;22:10:00;3;Male;46;Beauty;2;50;24;100
17;25/02/2023;21:08:00;3;Male;46;Clothing;4;25;13;100
28;11/12/2023;22:34:00;3;Male;46;Beauty;1;500;150;500
31;31/12/2023;17:47:00;3;Male;46;Electronics;4;300;129;1200
66;18/06/2023;22:49:00;3;Male;46;Electronics;1;30;9;30
90;10/09/2023;17:53:00;3;Male;46;Electronics;1;30;13,5;30
118;13/03/2023;20:07:00;3;Male;46;Electronics;4;500;270;2000
123;11/08/2023;19:00:00;3;Male;46;Electronics;2;30;11,7;60
155;18/07/2023;18:05:00;3;Male;46;Electronics;4;500;150;2000
164;28/02/2023;18:26:00;3;Male;46;Beauty;3;500;185;1500
188;31/08/2023;18:50:00;3;Male;46;Clothing;3;25;8,5;75
207;06/08/2023;08:34:00;3;Male;46;Beauty;2;25;10,25;50
221;27/11/2023;21:01:00;3;Male;46;Beauty;2;300;111;600
256;09/01/2022;08:05:00;3;Male;46;Clothing;2;500;270;1000
283;01/06/2023;20:08:00;3;Male;46;Electronics;1;500;165;500
298;05/10/2023;19:05:00;3;Male;46;Beauty;4;300;84;1200
316;01/02/2023;17:25:00;3;Male;46;Clothing;2;25;13,75;50
406;01/04/2023;11:50:00;3;Male;46;Beauty;4;25;11;100
411;25/07/2023;20:04:00;3;Male;46;Electronics;4;50;24,5;200
477;03/12/2023;17:24:00;3;Male;46;Clothing;4;30;16,2;120
478;24/07/2023;11:13:00;3;Male;46;Clothing;2;30;8,1;60
482;12/08/2023;18:57:00;3;Male;46;Clothing;4;300;141;1200
517;20/08/2023;08:54:00;3;Male;46;Clothing;4;25;9,25;100
547;14/11/2022;07:36:00;3;Male;46;Clothing;4;500;250;2000
562;09/11/2023;09:26:00;3;Male;46;Electronics;2;25;7,25;50
585;06/06/2023;21:49:00;3;Male;46;Clothing;1;25;13,75;25
640;25/12/2023;20:05:00;3;Male;46;Electronics;4;30;12,6;120
646;26/05/2023;21:02:00;3;Male;46;Clothing;3;30;13,5;90
653;25/11/2023;22:53:00;3;Male;46;Clothing;3;25;9,25;75
694;30/06/2023;17:47:00;3;Male;46;Electronics;2;25;10;50
724;14/06/2023;06:56:00;3;Male;46;Clothing;3;50;20;150
729;26/08/2023;22:29:00;3;Male;46;Clothing;4;300;84;1200
745;14/08/2023;07:30:00;3;Male;46;Beauty;2;50;17;100
773;14/01/2023;19:10:00;3;Male;46;Electronics;4;500;175;2000
779;15/05/2023;19:19:00;3;Male;46;Electronics;2;500;155;1000
822;16/02/2023;17:39:00;3;Male;46;Beauty;3;50;13,5;150
824;25/02/2023;19:10:00;3;Male;46;Clothing;4;30;9,3;120
843;25/01/2023;22:46:00;3;Male;46;Beauty;3;500;180;1500
853;14/05/2023;22:29:00;3;Male;46;Beauty;2;500;155;1000
895;31/08/2023;21:51:00;3;Male;46;Clothing;4;30;14,4;120
903;27/07/2023;22:14:00;3;Male;46;Beauty;4;50;14;200
911;15/07/2023;17:29:00;3;Male;46;Electronics;3;300;84;900
974;28/12/2023;18:39:00;3;Male;46;Beauty;1;30;11,7;30
1031;12/11/2023;21:15:00;3;Male;46;Electronics;4;300;126;1200
1048;12/07/2023;19:14:00;3;Male;46;Electronics;3;300;93;900
1061;18/09/2023;07:56:00;3;Male;46;Beauty;4;50;12,5;200
1098;06/07/2023;22:34:00;3;Male;46;Beauty;2;50;19,5;100
1106;12/08/2023;17:50:00;3;Male;46;Clothing;1;50;14;50
1155;03/12/2023;18:22:00;3;Male;46;Electronics;4;500;255;2000
1207;30/06/2023;21:48:00;3;Male;46;Beauty;2;25;10;50
1222;17/09/2023;18:15:00;3;Male;46;Clothing;4;30;11,1;120
1246;26/04/2023;22:54:00;3;Male;46;Electronics;2;25;11,5;50
1293;01/07/2023;18:52:00;3;Male;46;Electronics;3;30;14,1;90
1353;04/09/2023;21:59:00;3;Male;46;Electronics;1;500;235;500
1357;20/03/2023;19:14:00;3;Male;46;Electronics;3;25;11,5;75
1374;23/03/2023;22:03:00;3;Male;46;Beauty;3;25;8,25;75
1376;15/07/2023;19:49:00;3;Male;46;Beauty;1;30;9,9;30
1380;09/02/2023;19:45:00;3;Male;46;Electronics;2;300;159;600
1419;05/02/2023;18:42:00;3;Male;46;Clothing;3;30;9,3;90
1452;06/08/2023;17:41:00;3;Male;46;Clothing;3;500;185;1500
1469;08/12/2023;17:22:00;3;Male;46;Beauty;3;25;12,5;75
1477;08/01/2023;21:59:00;3;Male;46;Clothing;4;30;15,6;120
1480;26/11/2023;18:05:00;3;Male;46;Beauty;4;500;165;2000
1499;23/09/2022;09:46:00;3;Male;46;Beauty;2;30;11,7;60
1518;18/05/2023;20:03:00;3;Male;46;Clothing;1;30;12,6;30
1721;21/01/2023;22:42:00;3;Male;46;Clothing;1;500;215;500
1731;19/12/2023;17:41:00;3;Male;46;Clothing;4;500;195;2000
1758;22/07/2023;18:19:00;3;Male;46;Clothing;4;25;7,5;100
1779;02/01/2023;19:45:00;3;Male;46;Electronics;2;500;190;1000
1836;13/02/2023;17:19:00;3;Male;46;Clothing;1;50;23,5;50
1883;20/09/2023;17:54:00;3;Male;46;Electronics;1;500;200;500
1892;01/10/2023;07:22:00;3;Male;46;Electronics;1;50;23,5;50
1893;25/02/2023;17:04:00;3;Male;46;Electronics;1;50;22,5;50
1953;15/05/2023;17:34:00;3;Male;46;Beauty;3;30;10,2;90
1974;19/02/2023;20:20:00;3;Male;46;Beauty;1;30;12,9;30
23;28/09/2023;07:05:00;4;Male;50;Clothing;4;30;14,7;120
61;07/07/2023;11:47:00;4;Male;50;Beauty;4;50;20;200
81;07/06/2023;22:48:00;4;Male;50;Electronics;1;50;14,5;50
120;31/03/2023;19:35:00;4;Male;50;Beauty;1;50;12,5;50
203;12/03/2023;21:33:00;4;Male;50;Clothing;2;500;175;1000
222;07/01/2023;18:56:00;4;Male;50;Clothing;4;30;10,5;120
228;03/04/2023;20:26:00;4;Male;50;Electronics;2;30;10,8;60
246;07/12/2023;20:05:00;4;Male;50;Electronics;2;25;13,25;50
274;14/04/2023;07:12:00;4;Male;50;Clothing;2;500;150;1000
281;18/09/2023;20:09:00;4;Male;50;Beauty;4;500;275;2000
293;27/05/2023;19:04:00;4;Male;50;Electronics;3;30;9,6;90
305;22/03/2023;22:09:00;4;Male;50;Beauty;1;30;14,4;30
357;18/05/2023;18:57:00;4;Male;50;Electronics;3;25;7,5;75
358;12/10/2023;18:32:00;4;Male;50;Beauty;1;300;132;300
374;27/10/2023;17:45:00;4;Male;50;Beauty;3;25;7,75;75
376;29/01/2023;18:21:00;4;Male;50;Beauty;1;30;12;30
408;22/12/2023;08:18:00;4;Male;50;Beauty;1;500;140;500
452;30/01/2023;22:41:00;4;Male;50;Clothing;3;500;240;1500
469;21/03/2023;19:24:00;4;Male;50;Beauty;3;25;8,75;75
470;26/12/2023;18:58:00;4;Male;50;Clothing;2;500;165;1000
486;02/12/2023;09:47:00;4;Male;50;Electronics;1;25;6,5;25
491;30/12/2023;21:11:00;4;Male;50;Electronics;3;300;78;900
492;16/12/2023;17:52:00;4;Male;50;Beauty;4;25;6,5;100
504;31/03/2023;18:07:00;4;Male;50;Beauty;3;50;22;150
548;14/04/2023;07:00:00;4;Male;50;Clothing;2;30;15,6;60
620;06/11/2023;20:59:00;4;Male;50;Electronics;3;25;7;75
639;01/08/2023;19:47:00;4;Male;50;Beauty;4;50;26,5;200
652;31/10/2023;17:05:00;4;Male;50;Beauty;2;50;20,5;100
756;17/07/2023;20:33:00;4;Male;50;Electronics;4;300;333;1200
792;04/01/2023;22:50:00;4;Male;50;Beauty;1;50;26,5;50
818;29/05/2023;18:56:00;4;Male;50;Electronics;1;500;265;500
863;12/11/2023;22:40:00;4;Male;50;Electronics;2;25;11,25;50
866;06/07/2023;18:16:00;4;Male;50;Electronics;1;50;22,5;50
881;21/12/2023;20:52:00;4;Male;50;Electronics;1;300;99;300
886;11/12/2023;11:25:00;4;Male;50;Electronics;3;300;165;900
947;31/07/2022;07:09:00;4;Male;50;Beauty;1;300;129;300
967;04/08/2023;10:13:00;4;Male;50;Beauty;1;25;13,25;25
995;04/03/2023;22:38:00;4;Male;50;Clothing;1;30;9,9;30
1018;06/07/2023;19:13:00;4;Male;50;Electronics;2;25;13;50
1066;06/10/2023;18:11:00;4;Male;50;Electronics;1;30;8,4;30
1072;24/02/2023;18:10:00;4;Male;50;Electronics;4;500;180;2000
1090;18/02/2023;19:54:00;4;Male;50;Electronics;1;30;7,5;30
1120;02/03/2023;19:32:00;4;Male;50;Beauty;1;50;26,5;50
1190;29/09/2023;21:00:00;4;Male;50;Beauty;3;30;10,8;90
1236;09/08/2023;18:19:00;4;Male;50;Clothing;1;25;8,75;25
1243;08/12/2023;17:11:00;4;Male;50;Electronics;3;300;138;900
1255;20/01/2023;07:08:00;4;Male;50;Clothing;1;30;7,8;30
1281;14/03/2023;19:34:00;4;Male;50;Beauty;4;500;165;2000
1304;26/09/2022;22:19:00;4;Male;50;Electronics;2;30;9,3;60
1403;25/03/2023;18:20:00;4;Male;50;Clothing;2;300;162;600
1414;22/11/2023;21:28:00;4;Male;50;Beauty;4;25;11,25;100
1460;25/01/2023;19:42:00;4;Male;50;Beauty;1;50;22;50
1486;22/11/2023;08:58:00;4;Male;50;Electronics;1;25;8,75;25
1504;25/01/2023;17:01:00;4;Male;50;Beauty;3;50;25,5;150
1588;25/06/2023;21:29:00;4;Male;50;Electronics;2;30;13,2;60
1613;14/12/2023;21:58:00;4;Male;50;Clothing;3;30;9,9;90
1642;27/12/2023;18:30:00;4;Male;50;Clothing;4;25;11,5;100
1665;01/11/2023;19:38:00;4;Male;50;Clothing;1;50;14;50
1694;10/01/2023;19:22:00;4;Male;50;Electronics;2;25;9,75;50
1719;28/12/2023;07:29:00;4;Male;50;Clothing;2;30;10,8;60
1724;15/09/2023;20:53:00;4;Male;50;Clothing;3;50;17;150
1744;07/07/2023;21:49:00;4;Male;50;Electronics;1;25;8,75;25
1745;28/09/2023;10:38:00;4;Male;50;Beauty;2;50;21;100
1818;20/09/2023;17:29:00;4;Male;50;Electronics;1;500;150;500
1824;24/01/2023;20:19:00;4;Male;50;Clothing;4;30;12,6;120
1838;28/06/2023;17:06:00;4;Male;50;Electronics;2;300;102;600
1863;26/05/2023;22:33:00;4;Male;50;Electronics;2;25;10;50
1895;27/03/2023;20:59:00;4;Male;50;Clothing;4;30;15,3;120
1901;29/11/2023;11:05:00;4;Male;50;Electronics;1;30;8,4;30
1911;13/12/2023;18:33:00;4;Male;50;Electronics;3;300;75;900
1967;23/02/2023;08:28:00;4;Male;50;Beauty;1;25;12,25;25
1969;05/03/2023;19:34:00;4;Male;50;Clothing;3;300;126;900
2000;31/03/2023;06:38:00;4;Male;50;Electronics;4;30;10,8;120
18;06/09/2023;19:13:00;5;Female;40;Electronics;2;25;12,5;50
39;11/07/2023;22:44:00;5;Female;40;Clothing;4;30;8,7;120
72;06/12/2023;19:19:00;5;Female;40;Electronics;4;500;195;2000
94;13/03/2023;22:39:00;5;Female;40;Beauty;2;500;250;1000
102;17/04/2023;21:34:00;5;Female;40;Beauty;2;25;7,25;50
108;24/01/2023;09:38:00;5;Female;40;Beauty;3;25;13,5;75
111;15/04/2023;09:45:00;5;Female;40;Electronics;3;500;130;1500
148;03/07/2023;20:39:00;5;Female;40;Clothing;2;30;9,9;60
230;26/03/2023;17:44:00;5;Female;40;Beauty;1;25;12,5;25
236;01/04/2023;22:18:00;5;Female;40;Clothing;1;25;6,5;25
243;24/06/2023;18:02:00;5;Female;40;Electronics;3;300;156;900
248;02/07/2022;07:11:00;5;Female;40;Clothing;3;300;126;900
341;20/01/2023;17:06:00;5;Female;40;Clothing;4;50;18,5;200
353;18/03/2023;21:35:00;5;Female;40;Electronics;1;500;270;500
354;16/12/2023;07:58:00;5;Female;40;Beauty;4;50;24,5;200
398;23/02/2023;21:17:00;5;Female;40;Clothing;2;300;114;600
403;22/04/2023;19:31:00;5;Female;40;Clothing;2;300;78;600
419;31/03/2023;19:18:00;5;Female;40;Clothing;3;30;11,7;90
559;12/12/2022;10:48:00;5;Female;40;Clothing;4;300;84;1200
567;08/05/2023;19:53:00;5;Female;40;Clothing;3;300;144;900
572;13/12/2023;18:33:00;5;Female;40;Clothing;4;500;185;2000
588;18/10/2023;17:54:00;5;Female;40;Electronics;2;30;13,8;60
589;08/07/2023;07:11:00;5;Female;40;Beauty;2;500;145;1000
601;05/06/2023;09:23:00;5;Female;40;Clothing;1;30;13,2;30
618;13/10/2022;10:22:00;5;Female;40;Beauty;1;50;26;50
647;01/03/2023;19:53:00;5;Female;40;Clothing;3;500;190;1500
691;12/05/2023;21:09:00;5;Female;40;Clothing;3;30;14,7;90
721;23/06/2023;17:10:00;5;Female;40;Clothing;1;500;145;500
738;05/02/2023;18:24:00;5;Female;40;Clothing;2;50;26;100
849;25/06/2023;19:33:00;5;Female;40;Clothing;2;25;12,5;50
883;20/08/2023;20:43:00;5;Female;40;Electronics;1;500;245;500
981;05/02/2022;21:08:00;5;Female;40;Electronics;2;30;12,9;60
1023;23/05/2023;08:40:00;5;Female;40;Clothing;4;30;8,1;120
1046;21/07/2023;21:47:00;5;Female;40;Electronics;4;300;156;1200
1081;27/06/2023;22:23:00;5;Female;40;Electronics;1;50;17;50
1102;21/08/2023;18:04:00;5;Female;40;Beauty;2;25;6,5;50
1186;10/09/2023;18:24:00;5;Female;40;Clothing;4;50;18,5;200
1210;10/03/2023;10:02:00;5;Female;40;Electronics;4;50;12,5;200
1221;14/09/2023;22:57:00;5;Female;40;Beauty;2;300;114;600
1228;24/06/2023;21:37:00;5;Female;40;Electronics;2;30;11,4;60
1242;27/11/2023;18:32:00;5;Female;40;Clothing;1;25;11,25;25
1252;30/12/2023;20:18:00;5;Female;40;Electronics;1;300;117;300
1275;02/03/2023;08:48:00;5;Female;40;Clothing;2;500;250;1000
1305;05/04/2023;18:24:00;5;Female;40;Beauty;1;30;7,8;30
1354;17/09/2023;09:34:00;5;Female;40;Beauty;4;50;26,5;200
1358;04/05/2023;21:40:00;5;Female;40;Beauty;1;300;156;300
1562;26/11/2023;10:21:00;5;Female;40;Electronics;2;25;12,75;50
1589;01/07/2023;06:30:00;5;Female;40;Beauty;2;500;145;1000
1593;24/02/2023;22:39:00;5;Female;40;Electronics;2;30;14,4;60
1620;03/02/2023;22:48:00;5;Female;40;Electronics;3;25;7,75;75
1639;20/12/2023;18:13:00;5;Female;40;Beauty;4;50;24;200
1640;10/06/2023;19:44:00;5;Female;40;Electronics;4;30;14,1;120
1647;01/05/2023;20:26:00;5;Female;40;Clothing;3;500;240;1500
1811;09/12/2023;21:58:00;5;Female;40;Beauty;2;25;8,5;50
1847;28/07/2023;07:14:00;5;Female;40;Electronics;4;300;123;1200
1866;17/08/2023;22:38:00;5;Female;40;Electronics;1;50;20;50
1881;11/07/2023;17:23:00;5;Female;40;Electronics;1;300;147;300
1903;27/07/2023;21:44:00;5;Female;40;Beauty;4;50;19;200
1930;21/12/2023;19:58:00;5;Female;40;Clothing;4;50;13;200
1946;27/07/2023;20:48:00;5;Female;40;Electronics;4;500;165;2000
1970;22/05/2023;17:44:00;5;Female;40;Electronics;4;500;230;2000
1972;21/12/2022;06:39:00;5;Female;40;Beauty;4;25;9,25;100
1995;10/12/2023;22:18:00;5;Female;40;Clothing;1;30;14,7;30
325;16/09/2023;22:02:00;6;Female;19;Electronics;2;25;31,25;50
906;19/07/2022;17:55:00;6;Female;19;Clothing;1;50;17;50
979;18/05/2022;10:18:00;6;Female;19;Beauty;1;25;10,5;25
1088;14/09/2023;07:00:00;6;Female;19;Clothing;1;500;155;500
1397;01/01/2023;11:05:00;6;Female;19;Beauty;1;25;11,75;25
1766;22/11/2022;06:08:00;6;Female;19;Electronics;3;300;129;900
1815;24/05/2023;22:19:00;6;Female;19;Clothing;3;25;30,5;75
64;15/11/2022;06:34:00;7;Female;49;Clothing;4;25;8,5;100
560;23/10/2023;22:51:00;7;Female;49;Electronics;1;50;19;50
598;23/06/2022;17:02:00;7;Female;49;Beauty;4;30;11,1;120
1042;11/02/2022;06:21:00;7;Female;49;Clothing;3;300;150;900
1300;08/08/2022;08:57:00;7;Female;49;Electronics;4;50;24;200
1347;21/11/2023;21:55:00;7;Female;49;Electronics;1;25;13;25
1596;28/03/2022;06:22:00;7;Female;49;Electronics;1;300;141;300
14;18/05/2022;07:11:00;8;Female;64;Clothing;4;30;13,2;120
117;04/08/2023;11:38:00;8;Female;64;Electronics;2;500;230;1000
530;01/05/2022;07:52:00;8;Female;64;Electronics;4;30;9;120
717;30/11/2023;08:15:00;8;Female;64;Clothing;1;500;190;500
1294;24/01/2023;11:24:00;8;Female;64;Clothing;3;30;10,5;90
1655;28/05/2023;17:57:00;8;Female;64;Clothing;1;500;125;500
328;29/10/2023;06:56:00;9;Female;55;Beauty;2;50;27;100
506;29/04/2022;07:13:00;9;Female;55;Beauty;3;500;200;1500
